age;job;marital;education;default;balance;housing;loan;contact;day;month;duration;campaign;pdays;previous;poutcome;do_not_disturb;y
57;admin.;married;secondary;no;3139;yes;no;telephone;15;feb;424;10;351;3;unknown;1;yes
55;entrepreneur;single;tertiary;no;1237;no;yes;cellular;22;sep;321;5;272;5;unknown;0;yes
79;technician;single;unknown;no;3414;yes;no;cellular;24;feb;110;9;215;2;unknown;0;no
49;self-employed;single;primary;no;2386;no;no;unknown;3;nov;316;4;103;2;unknown;0;no
38;management;married;secondary;no;-1210;yes;yes;cellular;27;dec;245;6;205;2;unknown;0;yes
19;services;divorced;primary;no;3010;no;no;cellular;9;jan;133;2;249;0;unknown;0;no
44;management;married;primary;no;-234;no;no;unknown;8;mar;202;5;281;4;unknown;0;no
77;admin.;married;secondary;no;6622;yes;yes;unknown;10;mar;29;7;31;0;success;0;no
18;technician;married;tertiary;no;2687;yes;no;unknown;11;sep;321;10;345;4;unknown;0;no
82;unemployed;married;secondary;no;-700;no;yes;cellular;5;mar;191;1;212;3;unknown;0;no
57;management;single;secondary;no;2426;no;no;unknown;10;sep;395;7;137;0;unknown;0;no
28;management;married;secondary;no;-1374;yes;no;cellular;24;nov;80;10;285;0;failure;0;no
39;housemaid;single;secondary;no;2173;no;no;unknown;1;aug;39;9;216;0;unknown;0;yes
57;technician;single;tertiary;no;722;yes;no;unknown;19;dec;4;6;122;5;other;0;no
40;retired;married;secondary;no;-1080;yes;no;cellular;25;jun;624;5;364;0;unknown;0;yes
25;services;single;secondary;no;-1118;yes;no;cellular;19;nov;825;7;366;5;unknown;0;no
65;blue-collar;married;tertiary;no;8704;no;no;unknown;14;oct;620;8;363;0;success;0;no
66;management;single;secondary;no;1674;yes;no;cellular;17;jun;88;5;23;3;unknown;0;yes
26;admin.;divorced;secondary;no;104;yes;no;unknown;16;apr;55;6;366;3;other;0;no
38;admin.;married;secondary;no;-414;yes;no;unknown;11;sep;6;1;101;4;unknown;0;yes
35;self-employed;single;secondary;no;2813;yes;no;unknown;24;oct;374;4;135;2;unknown;0;no
65;admin.;married;secondary;no;-515;yes;no;cellular;19;feb;641;9;268;1;unknown;0;yes
70;housemaid;married;tertiary;no;-1883;yes;no;telephone;2;apr;400;5;187;1;unknown;0;yes
70;student;single;secondary;no;1302;no;no;unknown;21;dec;257;6;329;0;unknown;0;no
85;blue-collar;married;secondary;no;1280;no;yes;cellular;7;feb;35;11;263;5;unknown;0;yes
73;management;single;tertiary;yes;148;yes;no;cellular;16;dec;162;5;40;0;unknown;0;no
41;housemaid;married;secondary;no;-1273;yes;no;telephone;5;feb;237;5;51;3;unknown;0;no
25;student;married;secondary;no;227;yes;no;cellular;14;aug;396;9;34;3;failure;0;yes
62;technician;divorced;primary;no;-8;no;no;cellular;5;apr;120;10;127;1;unknown;0;yes
83;student;married;secondary;no;-425;yes;no;cellular;7;feb;300;4;182;1;unknown;0;no
88;student;single;secondary;no;2229;no;no;cellular;25;mar;275;2;352;3;failure;0;yes
34;technician;married;secondary;no;8078;yes;yes;cellular;3;dec;240;8;134;4;unknown;0;yes
35;admin.;single;secondary;no;5395;no;no;cellular;9;apr;140;2;33;2;unknown;0;yes
20;entrepreneur;single;primary;no;7225;no;no;cellular;2;nov;244;8;217;4;failure;0;no
28;admin.;married;secondary;no;-303;no;no;unknown;6;aug;200;6;163;3;unknown;0;no
57;unemployed;married;secondary;no;6424;yes;no;cellular;20;dec;63;11;336;5;unknown;0;no
57;admin.;married;secondary;no;2081;yes;no;cellular;16;jun;396;4;8;1;unknown;0;no
44;entrepreneur;divorced;secondary;no;4359;yes;yes;cellular;10;jul;534;9;111;4;unknown;0;no
40;services;married;tertiary;no;2773;no;no;cellular;3;jan;254;1;276;2;unknown;0;yes
77;technician;married;secondary;no;370;yes;yes;cellular;20;may;210;1;-1;3;unknown;0;yes
51;admin.;single;primary;no;3558;no;no;unknown;8;aug;371;5;222;2;unknown;0;no
76;services;married;secondary;no;2854;no;no;unknown;15;may;257;7;266;2;unknown;0;no
87;blue-collar;married;primary;no;-3904;no;no;cellular;4;mar;448;2;7;4;unknown;0;yes
40;admin.;married;secondary;no;1027;yes;no;cellular;13;jun;241;7;222;5;other;0;no
32;housemaid;married;tertiary;no;4017;yes;no;telephone;25;dec;337;8;371;2;unknown;0;yes
86;unemployed;single;secondary;no;2232;no;no;unknown;18;nov;566;2;203;1;failure;0;no
63;management;divorced;secondary;no;2808;no;no;unknown;14;may;473;10;64;2;unknown;0;no
38;student;divorced;tertiary;no;-854;no;no;unknown;6;feb;188;9;312;1;unknown;0;no
62;entrepreneur;divorced;primary;no;2168;yes;yes;cellular;8;jan;436;4;18;3;unknown;0;no
55;entrepreneur;married;tertiary;no;1110;no;no;unknown;28;aug;6;5;339;3;unknown;0;no
83;technician;married;tertiary;no;789;yes;no;cellular;27;sep;179;3;381;2;failure;0;yes
36;entrepreneur;single;secondary;no;-637;no;no;cellular;10;nov;386;7;52;5;unknown;0;yes
89;unemployed;divorced;primary;no;4144;yes;no;telephone;18;jul;525;8;105;1;unknown;0;yes
85;student;single;primary;no;2436;yes;no;cellular;22;apr;69;3;331;0;unknown;0;no
31;blue-collar;married;tertiary;no;2133;no;no;cellular;12;jan;214;7;295;4;unknown;0;yes
29;entrepreneur;single;secondary;no;7552;yes;no;cellular;7;jul;220;2;213;5;success;0;no
56;management;single;tertiary;no;2821;no;no;cellular;10;apr;201;5;267;0;unknown;0;yes
21;admin.;divorced;secondary;no;5001;yes;no;cellular;14;oct;23;5;347;2;other;0;yes
39;technician;single;secondary;no;2218;no;no;cellular;11;aug;320;5;284;3;unknown;0;yes
49;self-employed;married;secondary;no;340;yes;no;cellular;14;jul;35;3;224;3;unknown;1;yes
87;housemaid;married;secondary;no;-1777;yes;yes;cellular;5;sep;447;1;151;5;unknown;0;no
89;retired;married;secondary;yes;2124;yes;no;cellular;9;jul;489;11;357;4;unknown;0;no
28;entrepreneur;married;tertiary;no;-6590;no;no;cellular;5;aug;92;5;226;5;unknown;0;no
82;admin.;divorced;secondary;no;2217;no;no;unknown;10;oct;33;8;331;3;failure;0;no
24;admin.;married;tertiary;no;2346;yes;yes;cellular;8;jan;213;10;341;1;unknown;0;yes
71;blue-collar;married;unknown;no;747;yes;no;unknown;13;feb;116;1;126;5;unknown;0;yes
78;unemployed;married;primary;no;1122;yes;yes;unknown;28;jun;178;5;295;2;unknown;0;no
82;student;single;secondary;no;-2353;no;no;unknown;24;sep;238;5;255;1;failure;0;yes
34;housemaid;married;primary;no;5556;no;no;cellular;18;jun;33;7;86;4;other;0;yes
82;services;married;secondary;no;388;no;no;unknown;15;nov;551;11;224;4;unknown;1;no
26;housemaid;divorced;unknown;no;-1516;yes;no;cellular;10;dec;91;8;381;4;unknown;1;no
55;blue-collar;married;tertiary;no;3033;yes;no;unknown;3;feb;407;7;211;3;unknown;0;yes
51;self-employed;married;tertiary;no;1732;yes;no;cellular;18;aug;42;3;273;4;other;0;yes
40;technician;married;secondary;no;324;no;yes;cellular;7;jan;232;6;38;4;unknown;0;no
19;admin.;single;secondary;no;7;yes;no;cellular;2;oct;310;9;152;1;unknown;0;yes
73;admin.;single;secondary;no;1383;yes;no;unknown;28;feb;247;6;3;5;failure;0;no
42;student;divorced;tertiary;no;5437;no;no;telephone;6;feb;169;7;142;3;unknown;0;yes
65;admin.;married;secondary;no;2808;no;yes;cellular;3;sep;121;4;133;2;unknown;0;yes
47;student;divorced;primary;no;1296;yes;no;cellular;17;may;138;6;71;2;unknown;0;no
44;entrepreneur;single;primary;no;3957;yes;yes;unknown;19;may;84;5;196;0;unknown;0;no
81;technician;married;secondary;no;1482;no;yes;unknown;8;jun;286;6;198;2;unknown;0;yes
24;self-employed;married;secondary;no;2604;no;yes;cellular;6;jun;586;3;218;4;unknown;0;yes
71;technician;married;primary;no;1853;yes;no;telephone;4;sep;291;8;155;5;unknown;0;no
71;technician;divorced;tertiary;no;3169;yes;no;cellular;13;sep;339;8;204;0;failure;0;yes
45;unemployed;married;tertiary;no;67;yes;no;cellular;12;dec;436;9;229;4;unknown;0;no
36;management;married;secondary;no;-2018;no;yes;cellular;10;jul;129;3;53;1;unknown;0;yes
18;management;single;tertiary;no;4120;yes;no;telephone;26;nov;140;5;189;0;unknown;0;no
85;services;divorced;secondary;no;5914;yes;no;cellular;28;aug;220;5;325;3;unknown;0;yes
86;unemployed;single;tertiary;no;-1875;yes;no;unknown;25;jan;390;10;280;0;unknown;0;no
35;admin.;single;secondary;no;1937;no;no;cellular;16;nov;622;11;286;1;unknown;0;no
20;services;married;secondary;no;53;yes;no;cellular;27;jun;23;6;113;1;unknown;0;no
26;unemployed;divorced;secondary;no;4050;yes;no;cellular;7;jun;439;5;344;5;success;0;yes
22;blue-collar;married;secondary;no;2139;yes;no;telephone;21;nov;272;1;192;0;failure;0;no
77;entrepreneur;married;secondary;no;11382;no;no;cellular;17;nov;142;4;352;1;success;0;yes
82;services;divorced;tertiary;no;495;no;no;cellular;18;dec;10;1;57;5;unknown;0;no
29;entrepreneur;married;tertiary;no;6011;no;no;cellular;2;jul;103;5;331;1;failure;0;yes
71;housemaid;married;secondary;no;6303;yes;no;cellular;5;jun;334;5;114;1;unknown;0;no
30;retired;single;secondary;no;3000;yes;yes;cellular;26;may;464;3;263;4;failure;0;no
44;services;married;tertiary;no;1511;yes;no;cellular;8;may;324;11;1;0;unknown;0;no
61;unemployed;married;primary;no;1684;no;no;cellular;10;apr;322;9;172;0;unknown;0;yes
69;unemployed;single;primary;no;1430;no;no;cellular;20;apr;105;8;310;2;unknown;0;yes
80;technician;single;secondary;no;4799;yes;no;cellular;25;sep;123;8;251;3;failure;0;yes
21;unemployed;single;secondary;no;-1217;yes;no;cellular;12;apr;303;4;119;0;unknown;1;yes
32;technician;married;secondary;no;917;yes;no;cellular;23;aug;604;3;94;0;unknown;0;yes
38;unemployed;single;primary;no;553;no;yes;cellular;18;mar;76;10;87;0;unknown;0;yes
40;student;single;secondary;no;-3778;yes;no;cellular;6;oct;200;5;368;4;unknown;0;no
89;blue-collar;married;secondary;no;3976;yes;no;cellular;16;jun;95;8;116;4;unknown;0;no
73;housemaid;married;tertiary;no;4588;yes;no;unknown;27;jul;307;6;250;2;unknown;0;no
41;management;married;secondary;no;-502;yes;yes;unknown;28;dec;81;1;-1;0;other;0;yes
87;student;married;secondary;no;4490;yes;no;cellular;28;nov;535;10;237;4;unknown;0;yes
53;housemaid;married;tertiary;no;-3350;no;no;cellular;3;apr;292;1;257;4;other;0;yes
54;student;single;tertiary;no;1471;no;no;cellular;23;apr;163;4;229;0;unknown;0;yes
49;housemaid;divorced;secondary;no;1021;yes;no;cellular;14;jul;164;9;332;4;unknown;0;no
28;entrepreneur;married;secondary;no;1663;yes;no;cellular;13;sep;292;7;271;5;unknown;0;yes
85;blue-collar;single;secondary;no;1647;no;no;unknown;12;dec;358;10;79;4;unknown;0;yes
19;student;married;secondary;no;1168;no;no;cellular;19;may;13;11;272;2;unknown;0;yes
30;self-employed;married;tertiary;no;236;no;no;unknown;15;jul;190;8;90;1;unknown;0;no
34;retired;single;tertiary;no;1073;no;no;cellular;3;feb;219;3;11;2;unknown;0;yes
38;admin.;married;tertiary;no;5489;no;no;cellular;12;sep;262;1;371;2;unknown;0;yes
27;admin.;divorced;tertiary;yes;-336;no;no;cellular;26;jul;481;9;166;1;unknown;0;no
19;services;married;secondary;yes;8166;yes;yes;cellular;4;aug;65;4;169;5;unknown;0;no
66;admin.;married;unknown;no;-505;yes;no;cellular;7;mar;411;8;390;0;failure;0;yes
87;services;married;tertiary;no;2120;yes;no;unknown;4;jun;292;6;240;1;unknown;0;no
26;technician;married;primary;no;3113;no;no;cellular;21;jan;120;2;301;0;unknown;1;no
39;student;divorced;secondary;no;524;no;no;unknown;23;may;381;5;350;3;unknown;0;no
54;technician;single;primary;no;5547;no;no;unknown;23;may;143;11;71;0;unknown;0;yes
84;unemployed;married;secondary;no;3035;yes;no;telephone;2;jun;142;4;55;4;unknown;0;no
67;management;married;secondary;no;785;yes;no;unknown;28;dec;466;9;167;3;success;0;no
73;technician;single;secondary;no;5513;no;no;cellular;25;aug;23;8;23;3;success;0;yes
59;entrepreneur;single;primary;no;-1646;no;no;unknown;24;nov;111;5;181;4;success;0;yes
48;student;married;secondary;no;-296;no;yes;telephone;25;mar;254;9;214;5;unknown;0;yes
32;housemaid;married;primary;no;3087;yes;yes;cellular;23;dec;339;7;391;0;unknown;0;yes
80;student;married;secondary;no;3804;no;no;cellular;2;aug;168;7;62;4;unknown;0;yes
75;unemployed;married;tertiary;no;2367;no;no;unknown;20;jan;62;4;380;0;unknown;0;no
19;entrepreneur;married;unknown;no;1018;no;no;unknown;26;nov;143;11;92;0;unknown;0;yes
69;technician;married;secondary;no;645;no;no;cellular;17;feb;176;3;25;0;unknown;1;no
24;self-employed;married;secondary;no;4794;no;no;cellular;26;oct;567;6;337;1;unknown;0;yes
71;housemaid;married;tertiary;no;2121;yes;no;cellular;2;mar;331;10;101;2;unknown;1;yes
77;services;married;primary;no;-1216;yes;no;unknown;17;sep;111;8;114;1;unknown;0;yes
27;management;divorced;unknown;no;-1389;yes;no;cellular;28;sep;156;7;23;1;unknown;0;yes
49;unemployed;single;tertiary;no;5940;yes;no;telephone;16;feb;359;1;211;5;failure;0;no
26;admin.;married;secondary;no;-756;no;no;cellular;13;dec;224;5;72;0;unknown;0;yes
58;housemaid;married;primary;no;2218;no;no;unknown;9;nov;104;5;240;0;unknown;0;no
84;management;married;primary;no;5452;yes;no;unknown;23;may;383;10;176;2;failure;0;no
23;admin.;divorced;secondary;no;3026;no;no;cellular;27;mar;292;10;104;4;unknown;0;yes
46;management;single;secondary;no;-872;no;no;cellular;11;aug;188;5;237;3;unknown;0;no
88;self-employed;married;tertiary;no;-1647;yes;no;unknown;14;oct;58;4;56;3;unknown;0;no
39;management;divorced;secondary;no;7009;no;no;cellular;13;feb;422;3;323;1;unknown;0;yes
27;blue-collar;single;secondary;no;-1723;yes;no;cellular;18;feb;142;6;275;2;unknown;0;yes
53;housemaid;single;secondary;no;-259;no;no;unknown;13;aug;90;2;29;4;unknown;0;no
54;admin.;married;secondary;no;2517;no;no;cellular;21;apr;73;2;397;2;unknown;0;no
65;housemaid;married;primary;no;743;yes;no;unknown;28;nov;280;11;108;3;unknown;0;yes
40;management;single;secondary;no;3121;yes;no;cellular;9;jul;52;6;385;0;unknown;0;no
86;entrepreneur;married;secondary;no;-3003;no;no;cellular;6;aug;111;5;241;4;unknown;0;no
55;services;single;tertiary;no;768;no;yes;unknown;16;may;151;5;367;5;unknown;0;yes
38;technician;single;secondary;no;3433;yes;no;telephone;15;aug;288;5;180;1;unknown;0;no
87;housemaid;married;secondary;no;3443;no;no;unknown;12;apr;164;10;306;0;failure;0;yes
84;housemaid;married;tertiary;no;-317;no;yes;unknown;5;jun;165;6;119;2;success;0;no
53;student;married;tertiary;no;-1665;yes;yes;cellular;4;jan;78;8;276;5;other;0;yes
19;entrepreneur;married;tertiary;no;2041;yes;no;cellular;14;jun;437;7;66;5;success;0;no
60;blue-collar;single;secondary;no;-2537;yes;yes;telephone;21;oct;351;7;53;3;unknown;0;yes
57;services;single;tertiary;no;5252;yes;no;unknown;16;may;344;5;281;3;unknown;0;no
28;management;married;secondary;no;1872;yes;no;unknown;22;jan;64;9;7;3;success;0;yes
63;entrepreneur;single;secondary;no;-690;no;no;cellular;4;oct;117;11;89;0;unknown;0;no
78;management;married;tertiary;no;-1763;no;no;cellular;27;apr;315;4;192;1;failure;0;yes
25;blue-collar;single;primary;no;-499;yes;no;telephone;20;aug;102;4;271;4;unknown;0;no
70;technician;married;tertiary;no;-3285;yes;yes;cellular;19;sep;34;9;228;2;unknown;0;yes
28;retired;single;secondary;no;2884;yes;no;cellular;24;apr;277;2;366;4;unknown;0;no
71;services;single;primary;no;-1008;no;no;unknown;27;apr;41;5;288;2;other;0;yes
48;technician;married;primary;no;2599;no;no;cellular;23;jul;178;11;81;5;unknown;0;no
18;technician;single;tertiary;no;3012;no;no;cellular;14;jun;398;8;279;4;unknown;1;no
87;blue-collar;divorced;tertiary;no;4297;yes;no;cellular;21;feb;249;3;287;3;success;0;no
29;retired;married;secondary;no;2155;no;no;cellular;12;jan;10;5;339;4;failure;0;yes
60;technician;single;primary;no;4775;no;no;telephone;4;jan;314;11;319;3;unknown;0;yes
31;blue-collar;divorced;secondary;no;5558;yes;no;unknown;28;apr;99;6;248;1;failure;0;no
85;technician;divorced;secondary;no;2174;yes;yes;telephone;18;feb;389;10;251;1;unknown;0;no
71;admin.;married;tertiary;no;2355;yes;no;unknown;23;oct;321;9;178;1;unknown;0;no
75;technician;single;secondary;no;-272;no;no;telephone;20;nov;150;9;126;3;unknown;0;yes
49;retired;divorced;secondary;no;-1562;yes;no;cellular;10;oct;70;8;382;3;unknown;0;no
51;student;single;primary;no;5246;yes;yes;cellular;22;apr;50;2;91;0;success;0;yes
63;services;married;secondary;no;3217;yes;yes;cellular;10;may;737;4;335;2;unknown;1;no
74;management;married;tertiary;no;3460;yes;no;cellular;20;dec;238;1;313;4;failure;0;no
78;services;single;secondary;no;-372;no;no;cellular;23;feb;132;5;244;4;unknown;0;yes
19;management;married;secondary;no;6271;yes;no;telephone;18;may;440;2;126;4;unknown;0;yes
65;entrepreneur;married;unknown;no;714;yes;no;cellular;14;jun;397;7;283;1;unknown;1;no
25;management;married;secondary;no;-1005;no;no;cellular;21;may;292;5;321;4;unknown;0;yes
38;entrepreneur;single;tertiary;no;-321;no;no;cellular;2;dec;178;11;237;1;unknown;0;no
77;self-employed;married;secondary;no;6113;yes;no;unknown;24;oct;327;9;335;4;unknown;0;yes
36;student;divorced;primary;no;-1933;yes;yes;cellular;15;dec;24;3;201;4;unknown;0;no
75;unemployed;single;tertiary;no;-853;yes;no;unknown;16;mar;200;5;347;1;unknown;0;no
51;entrepreneur;divorced;secondary;no;10095;yes;no;cellular;6;jan;301;5;157;4;unknown;0;yes
34;student;divorced;secondary;no;4223;no;no;cellular;5;nov;321;1;325;0;other;1;yes
42;housemaid;married;secondary;no;-799;no;no;cellular;11;feb;89;8;21;3;unknown;0;yes
56;management;single;secondary;no;-1844;yes;no;cellular;23;aug;476;1;359;3;unknown;0;yes
73;technician;married;tertiary;no;-3618;yes;no;cellular;1;nov;382;10;265;5;unknown;0;yes
61;technician;divorced;secondary;no;1691;yes;no;cellular;19;jan;27;6;371;3;unknown;0;no
85;self-employed;married;primary;no;3584;no;no;cellular;28;aug;124;5;368;0;unknown;0;no
80;unemployed;single;secondary;no;5956;yes;no;cellular;20;dec;68;1;194;5;unknown;0;yes
72;management;single;secondary;yes;-4281;yes;yes;cellular;9;dec;207;7;261;1;unknown;0;no
61;management;married;tertiary;no;-2576;yes;no;cellular;9;apr;345;9;112;4;success;0;no
38;management;single;secondary;no;1041;no;no;unknown;10;apr;150;5;390;4;unknown;0;no
47;housemaid;married;tertiary;no;9763;no;no;cellular;5;mar;176;3;70;1;failure;0;yes
26;unemployed;married;secondary;no;4057;yes;no;cellular;17;aug;53;11;70;0;unknown;0;yes
44;self-employed;married;secondary;no;2518;no;no;telephone;22;nov;490;6;152;3;unknown;0;yes
84;management;married;secondary;no;-2274;no;no;cellular;15;nov;267;8;170;2;unknown;0;yes
48;blue-collar;single;secondary;no;-4959;yes;yes;cellular;2;apr;535;9;96;3;unknown;0;no
26;technician;divorced;tertiary;no;1516;no;no;cellular;25;jul;188;7;384;5;unknown;0;yes
64;student;married;primary;no;1101;no;yes;unknown;12;sep;51;7;335;4;unknown;0;yes
87;blue-collar;single;secondary;no;596;yes;no;unknown;15;sep;115;8;76;1;unknown;0;yes
80;unemployed;divorced;tertiary;no;258;no;no;cellular;15;jan;54;10;335;4;unknown;0;no
37;retired;single;secondary;no;-845;yes;no;cellular;18;nov;95;8;121;1;unknown;0;no
50;services;married;primary;no;-1532;yes;no;cellular;1;dec;265;10;173;3;failure;0;no
56;student;divorced;tertiary;no;5568;yes;no;cellular;7;aug;51;4;392;1;unknown;0;no
35;blue-collar;married;secondary;no;-1259;no;no;unknown;17;may;50;2;322;5;success;0;no
37;entrepreneur;single;tertiary;no;571;no;no;cellular;11;oct;224;2;136;2;unknown;0;no
35;admin.;single;tertiary;no;1282;yes;no;cellular;4;mar;211;1;254;1;unknown;0;yes
89;management;single;primary;no;3518;yes;no;cellular;26;mar;284;5;319;5;unknown;0;no
71;housemaid;married;secondary;no;-1155;yes;no;unknown;7;dec;104;10;227;4;unknown;0;no
78;admin.;married;secondary;no;4334;no;no;cellular;7;may;7;1;94;1;unknown;0;no
76;technician;single;tertiary;no;-338;yes;no;cellular;28;sep;405;8;323;0;unknown;0;no
87;housemaid;married;secondary;no;914;no;no;cellular;7;may;168;9;137;5;unknown;0;no
25;management;married;tertiary;no;6329;yes;no;cellular;16;oct;389;11;320;5;success;0;no
81;management;single;secondary;no;-1507;yes;no;cellular;15;oct;191;9;212;1;success;0;yes
22;unemployed;single;secondary;no;3562;yes;no;unknown;28;jul;257;1;318;1;unknown;0;no
52;services;married;primary;no;4413;yes;no;telephone;27;may;325;2;328;4;unknown;0;yes
60;admin.;married;secondary;no;2329;yes;no;cellular;14;sep;108;11;215;4;unknown;1;no
43;admin.;divorced;secondary;no;1047;no;no;cellular;2;mar;86;2;126;2;unknown;0;yes
28;admin.;married;secondary;no;7777;yes;yes;cellular;23;apr;84;11;124;4;unknown;1;no
31;technician;married;tertiary;no;1358;yes;yes;unknown;18;jan;204;11;8;1;unknown;0;yes
77;entrepreneur;married;secondary;no;2012;no;no;cellular;2;jul;334;3;157;2;unknown;0;no
